result_id,athlete_id,competition_name,competition_level,event,date,position,time_seconds,season_best,personal_best,qualification_status
CR006975,A0921,National Championships,National,1500m,2023-10-04,7,325.71,True,True,Participation
CR006976,A0921,Regional Open,Regional,1500m,2023-11-19,1,336.5,False,False,Qualified
CR006977,A0922,Paralympic Trials,National,100m,2020-01-26,3,15.52,False,False,Finalist
CR006978,A0922,Independence Meet,Local,100m,2020-02-26,2,15.32,True,False,Participation
CR006979,A0922,Kalahari Sprint Classic,Regional,100m,2020-08-06,3,15.81,False,False,Participation
CR006980,A0922,Kalahari Sprint Classic,Regional,100m,2021-04-27,4,14.78,False,False,Participation
CR006981,A0922,Masa Cup,Local,1500m,2021-12-08,3,14.87,False,False,Qualified
CR006982,A0922,Paralympic Trials,National,100m,2024-02-14,7,15.59,False,True,Participation
CR006983,A0923,Continental Series,Continental,1500m,2020-01-16,5,61.38,False,False,Participation
CR006984,A0923,Botswana Nationals,National,400m,2020-07-31,4,60.87,False,True,Finalist
CR006985,A0923,Regional Open,Regional,400m,2020-10-06,5,61.34,True,False,Participation
CR006986,A0923,Regional Open,Regional,400m,2020-10-26,1,64.47,False,False,Qualified
CR006987,A0923,Southern Africa Games,Continental,400m,2021-01-16,2,63.63,False,False,Qualified
CR006988,A0923,Paralympic Trials,National,400m,2021-05-20,4,63.54,False,False,Participation
CR006989,A0923,Paralympic Trials,National,400m,2023-03-20,4,63.36,False,False,Participation
CR006990,A0924,National Championships,National,100m,2020-01-09,2,29.41,True,False,Participation
CR006991,A0924,Regional Open,Regional,200m,2020-03-18,2,30.88,False,False,Finalist
CR006992,A0924,Continental Series,Continental,200m,2020-08-17,5,29.36,False,False,Finalist
CR006993,A0924,Continental Series,Continental,200m,2021-08-12,3,29.38,False,False,Qualified
CR006994,A0924,Botswana Nationals,National,200m,2021-08-14,2,30.61,False,False,Participation
CR006995,A0924,National Championships,National,200m,2022-08-29,1,30.38,True,False,Participation
CR006996,A0924,National Championships,National,200m,2023-03-18,5,30.34,True,False,Qualified
CR006997,A0924,Botswana Nationals,National,200m,2024-01-21,3,29.56,False,False,Participation
CR006998,A0924,Regional Open,Regional,100m,2024-09-11,1,31.11,False,False,Qualified
CR006999,A0925,Botswana Nationals,National,800m,2020-07-20,5,31.45,True,False,Participation
CR007000,A0925,Regional Open,Regional,200m,2022-03-28,8,31.69,False,False,Finalist
CR007001,A0925,Independence Meet,Local,200m,2024-09-17,1,31.87,False,True,Participation
CR007002,A0925,National Championships,National,200m,2024-12-23,1,32.68,False,False,Participation
CR007003,A0925,Regional Open,Regional,200m,2024-12-25,3,31.98,False,False,Participation
CR007004,A0926,Kalahari Sprint Classic,Regional,200m,2020-03-16,4,17.83,False,False,Participation
CR007005,A0926,Kalahari Sprint Classic,Regional,100m,2020-07-12,4,18.19,True,False,Finalist
CR007006,A0926,Masa Cup,Local,100m,2020-11-27,2,17.78,False,True,Qualified
CR007007,A0926,Independence Meet,Local,100m,2021-04-07,6,17.71,False,False,Participation
CR007008,A0926,Independence Meet,Local,100m,2021-10-03,6,17.48,False,False,Participation
CR007009,A0926,Independence Meet,Local,100m,2024-01-14,3,17.85,True,False,Participation
CR007010,A0926,Regional Open,Regional,100m,2024-03-31,3,17.61,False,False,Participation
CR007011,A0926,Regional Open,Regional,200m,2024-05-19,2,17.75,False,False,Participation
CR007012,A0927,Independence Meet,Local,800m,2022-01-02,7,168.88,True,False,Participation
CR007013,A0927,Kalahari Sprint Classic,Regional,800m,2022-03-09,4,169.23,False,False,Qualified
CR007014,A0927,Independence Meet,Local,800m,2023-03-07,8,175.14,False,False,Participation
CR007015,A0927,Independence Meet,Local,800m,2023-08-25,7,173.01,False,False,Finalist
CR007016,A0927,Independence Meet,Local,800m,2023-10-01,6,174.8,False,False,Finalist
CR007017,A0927,Independence Meet,Local,800m,2023-10-09,7,172.33,True,False,Participation
CR007018,A0927,Masa Cup,Local,800m,2024-06-05,3,174.72,False,False,Participation
CR007019,A0927,Independence Meet,Local,800m,2024-08-06,5,173.04,False,False,Qualified
CR007020,A0928,Kalahari Sprint Classic,Regional,100m,2020-09-24,3,16.42,False,False,Participation
CR007021,A0928,Independence Meet,Local,100m,2021-05-30,4,17.37,False,False,Participation
CR007022,A0928,Masa Cup,Local,100m,2022-04-28,5,17.06,False,False,Qualified
CR007023,A0928,Regional Open,Regional,100m,2022-09-19,3,16.48,False,False,Finalist
CR007024,A0928,Regional Open,Regional,1500m,2023-07-31,5,17.45,False,False,Participation
CR007025,A0928,Regional Open,Regional,1500m,2023-08-14,3,17.43,False,False,Finalist
CR007026,A0928,Regional Open,Regional,100m,2024-08-29,7,17.42,False,False,Qualified
CR007027,A0928,Kalahari Sprint Classic,Regional,100m,2024-12-30,5,16.95,False,False,Participation
CR007028,A0929,Kalahari Sprint Classic,Regional,200m,2021-07-17,6,34.89,False,False,Finalist
CR007029,A0929,Regional Open,Regional,200m,2022-05-29,7,35.95,False,False,Participation
CR007030,A0929,Regional Open,Regional,200m,2023-09-19,5,35.13,True,True,Finalist
CR007031,A0929,Masa Cup,Local,200m,2023-12-08,2,35.66,False,False,Participation
CR007032,A0930,Masa Cup,Local,200m,2020-03-06,5,34.23,False,False,Participation
CR007033,A0930,Regional Open,Regional,200m,2020-12-03,4,34.36,False,False,Qualified
CR007034,A0930,Kalahari Sprint Classic,Regional,200m,2020-12-05,2,34.57,False,False,Finalist
CR007035,A0930,Independence Meet,Local,200m,2021-09-17,4,35.26,True,False,Finalist
CR007036,A0930,Regional Open,Regional,100m,2023-02-26,2,35.61,False,False,Participation
CR007037,A0930,Masa Cup,Local,100m,2024-02-08,3,33.75,False,False,Participation
CR007038,A0931,Masa Cup,Local,800m,2020-05-17,8,168.2,False,False,Qualified
CR007039,A0931,National Championships,National,800m,2020-09-19,6,164.2,True,False,Qualified
CR007040,A0931,Regional Open,Regional,1500m,2021-05-03,3,167.69,False,False,Qualified
CR007041,A0931,Kalahari Sprint Classic,Regional,800m,2021-10-02,2,167.69,False,False,Participation
CR007042,A0931,Paralympic Trials,National,800m,2022-08-22,5,159.84,True,False,Qualified
CR007043,A0931,Independence Meet,Local,800m,2022-09-19,2,163.25,False,True,Finalist
CR007044,A0931,Regional Open,Regional,800m,2022-09-23,6,159.77,True,False,Participation
CR007045,A0931,Kalahari Sprint Classic,Regional,800m,2023-03-20,8,165.86,False,False,Participation
CR007046,A0931,Regional Open,Regional,800m,2023-10-16,2,160.98,False,False,Finalist
CR007047,A0932,Botswana Nationals,National,200m,2020-06-23,8,28.42,False,False,Participation
CR007048,A0932,National Championships,National,200m,2020-07-01,3,28.0,False,False,Participation
CR007049,A0932,National Championships,National,800m,2022-05-14,8,29.27,False,False,Finalist
CR007050,A0932,Regional Open,Regional,800m,2022-07-29,1,28.09,False,True,Finalist
CR007051,A0932,Botswana Nationals,National,800m,2022-08-05,2,28.16,False,False,Qualified
CR007052,A0932,Botswana Nationals,National,200m,2023-01-09,4,28.71,False,False,Participation
CR007053,A0932,Southern Africa Games,Continental,200m,2023-10-05,1,28.35,False,False,Participation
CR007054,A0932,Paralympic Trials,National,200m,2024-01-22,8,28.22,False,False,Finalist
CR007055,A0933,Regional Open,Regional,200m,2020-07-22,5,27.9,False,False,Qualified
CR007056,A0933,Continental Series,Continental,200m,2022-01-13,6,27.03,False,False,Participation
CR007057,A0933,Kalahari Sprint Classic,Regional,200m,2022-03-06,3,27.55,True,True,Participation
CR007058,A0933,National Championships,National,1500m,2022-07-06,2,27.29,True,False,Qualified
CR007059,A0933,Southern Africa Games,Continental,200m,2022-08-19,2,26.54,False,False,Participation
CR007060,A0933,Botswana Nationals,National,200m,2022-12-16,1,27.59,False,False,Finalist
CR007061,A0933,National Championships,National,1500m,2024-12-15,1,27.15,True,False,Qualified
CR007062,A0934,Masa Cup,Local,200m,2021-04-19,4,34.22,False,False,Qualified
CR007063,A0934,Independence Meet,Local,200m,2023-01-14,7,35.18,False,False,Finalist
CR007064,A0934,Masa Cup,Local,200m,2023-02-24,4,35.05,False,False,Qualified
CR007065,A0934,Regional Open,Regional,200m,2024-07-18,2,34.96,False,True,Qualified
CR007066,A0935,Kalahari Sprint Classic,Regional,200m,2020-01-23,1,14.97,False,False,Qualified
CR007067,A0935,Regional Open,Regional,200m,2020-08-19,1,14.69,False,False,Qualified
CR007068,A0935,Independence Meet,Local,100m,2020-11-26,2,14.6,False,False,Participation
CR007069,A0935,Masa Cup,Local,100m,2022-02-01,4,14.34,False,False,Participation
CR007070,A0935,Botswana Nationals,National,100m,2022-07-16,5,14.99,True,False,Participation
CR007071,A0935,Paralympic Trials,National,100m,2023-05-10,2,14.82,False,False,Participation
CR007072,A0935,Regional Open,Regional,200m,2023-05-26,3,15.13,True,False,Qualified
CR007073,A0935,Independence Meet,Local,100m,2023-05-27,6,14.86,True,False,Participation
CR007074,A0936,Kalahari Sprint Classic,Regional,200m,2020-03-12,3,29.28,False,False,Participation
CR007075,A0936,Independence Meet,Local,200m,2020-11-23,1,29.45,False,False,Qualified
CR007076,A0936,Botswana Nationals,National,200m,2020-12-17,2,29.05,False,False,Finalist
CR007077,A0936,Masa Cup,Local,800m,2021-03-18,6,30.19,False,False,Qualified
CR007078,A0936,Paralympic Trials,National,200m,2022-01-27,3,28.89,False,False,Finalist
CR007079,A0936,Kalahari Sprint Classic,Regional,200m,2022-08-01,7,28.99,False,False,Participation
CR007080,A0936,National Championships,National,800m,2024-07-24,2,28.99,False,False,Qualified
CR007081,A0937,Regional Open,Regional,800m,2020-08-18,8,169.51,False,False,Qualified
CR007082,A0937,Independence Meet,Local,800m,2020-08-21,7,178.47,False,False,Participation
CR007083,A0937,Kalahari Sprint Classic,Regional,800m,2020-12-15,3,169.46,False,False,Participation
CR007084,A0937,Regional Open,Regional,800m,2023-09-07,6,177.86,False,False,Participation
CR007085,A0937,Independence Meet,Local,800m,2024-05-07,2,169.4,False,False,Participation
CR007086,A0938,Independence Meet,Local,400m,2020-02-25,5,15.29,False,False,Participation
CR007087,A0938,Masa Cup,Local,100m,2021-07-31,2,15.01,False,False,Participation
CR007088,A0938,Independence Meet,Local,100m,2021-08-29,4,14.78,True,False,Participation
CR007089,A0938,Independence Meet,Local,100m,2021-09-25,2,14.74,False,False,Qualified
CR007090,A0938,Regional Open,Regional,100m,2021-12-27,3,15.52,False,False,Participation
CR007091,A0938,Botswana Nationals,National,100m,2022-10-18,5,14.95,False,False,Finalist
CR007092,A0938,Masa Cup,Local,400m,2023-02-04,3,14.8,False,False,Participation
CR007093,A0938,National Championships,National,100m,2023-08-30,5,15.25,False,False,Participation
CR007094,A0938,Paralympic Trials,National,100m,2024-10-27,2,15.22,False,True,Qualified
CR007095,A0939,Botswana Nationals,National,400m,2020-05-24,3,33.75,False,False,Participation
CR007096,A0939,National Championships,National,400m,2020-11-19,7,32.05,False,False,Qualified
CR007097,A0939,Kalahari Sprint Classic,Regional,200m,2021-09-14,5,33.42,False,False,Finalist
CR007098,A0939,Botswana Nationals,National,200m,2023-03-31,3,33.86,False,False,Qualified
CR007099,A0939,Independence Meet,Local,200m,2024-12-15,2,31.91,False,True,Finalist
CR007100,A0940,National Championships,National,800m,2020-07-09,5,141.68,False,False,Participation
CR007101,A0940,Botswana Nationals,National,800m,2020-12-24,5,143.22,False,False,Participation
CR007102,A0940,Continental Series,Continental,800m,2020-12-27,3,141.27,False,False,Qualified
CR007103,A0940,Botswana Nationals,National,800m,2021-11-23,1,137.19,False,False,Qualified
CR007104,A0940,Botswana Nationals,National,800m,2022-01-11,1,136.43,False,False,Finalist
CR007105,A0940,National Championships,National,800m,2022-02-13,2,133.7,False,False,Participation
CR007106,A0940,Continental Series,Continental,800m,2022-05-31,1,134.37,False,False,Finalist
CR007107,A0940,Southern Africa Games,Continental,800m,2023-01-17,3,139.05,False,False,Qualified
CR007108,A0940,National Championships,National,800m,2024-03-20,4,140.66,False,False,Participation
CR007109,A0940,Southern Africa Games,Continental,100m,2024-12-24,2,136.4,False,False,Finalist
CR007110,A0941,Botswana Nationals,National,800m,2022-06-13,7,15.76,False,False,Participation
CR007111,A0941,National Championships,National,100m,2023-03-13,6,15.91,False,False,Participation
CR007112,A0941,Independence Meet,Local,100m,2023-09-20,2,16.14,False,False,Participation
CR007113,A0941,National Championships,National,100m,2024-05-27,1,16.14,True,True,Qualified
CR007114,A0941,Paralympic Trials,National,100m,2024-10-17,2,15.7,False,False,Participation
CR007115,A0941,Botswana Nationals,National,100m,2024-12-27,1,15.64,False,False,Qualified
CR007116,A0942,Southern Africa Games,Continental,200m,2020-06-20,3,146.03,False,False,Participation
CR007117,A0942,Kalahari Sprint Classic,Regional,800m,2020-09-26,3,143.32,False,False,Qualified
CR007118,A0942,Paralympic Trials,National,800m,2020-09-29,2,147.62,False,True,Finalist
CR007119,A0942,National Championships,National,200m,2021-09-19,8,150.89,False,False,Participation
CR007120,A0942,Paralympic Trials,National,800m,2021-12-07,6,149.51,False,False,Finalist
CR007121,A0942,Botswana Nationals,National,800m,2022-03-30,2,145.43,False,False,Qualified
CR007122,A0942,Southern Africa Games,Continental,800m,2022-04-25,4,143.24,True,True,Finalist
CR007123,A0942,National Championships,National,800m,2022-06-26,2,144.76,False,False,Participation
CR007124,A0942,Paralympic Trials,National,800m,2022-07-10,2,150.43,False,False,Qualified
CR007125,A0942,Regional Open,Regional,200m,2022-07-30,3,141.93,False,False,Participation
CR007126,A0942,Kalahari Sprint Classic,Regional,800m,2024-01-04,7,145.33,False,False,Finalist
CR007127,A0943,Masa Cup,Local,800m,2020-03-11,4,176.99,False,True,Qualified
CR007128,A0943,Kalahari Sprint Classic,Regional,800m,2020-04-02,3,182.06,True,False,Qualified
CR007129,A0943,Independence Meet,Local,800m,2020-11-09,2,176.16,False,False,Participation
CR007130,A0943,Regional Open,Regional,800m,2020-12-06,3,180.1,False,False,Qualified
CR007131,A0943,Masa Cup,Local,800m,2022-02-19,7,181.64,False,False,Participation
CR007132,A0943,Regional Open,Regional,800m,2022-03-06,2,179.2,False,False,Participation
CR007133,A0943,Masa Cup,Local,800m,2023-05-28,6,182.97,False,False,Qualified
CR007134,A0943,Masa Cup,Local,800m,2023-09-16,2,184.39,False,False,Finalist
CR007135,A0944,Independence Meet,Local,800m,2022-04-27,4,173.37,False,False,Finalist
CR007136,A0944,Regional Open,Regional,800m,2023-06-14,2,171.43,False,False,Qualified
CR007137,A0944,Regional Open,Regional,800m,2023-08-09,4,171.95,False,False,Qualified
CR007138,A0944,Independence Meet,Local,100m,2024-01-21,3,176.28,True,False,Participation
CR007139,A0944,Kalahari Sprint Classic,Regional,800m,2024-07-30,2,177.69,True,False,Finalist
CR007140,A0945,Paralympic Trials,National,100m,2021-05-15,3,15.08,False,False,Participation
CR007141,A0945,Paralympic Trials,National,100m,2021-07-24,1,14.43,False,False,Participation
CR007142,A0945,Regional Open,Regional,100m,2021-10-31,8,15.07,False,False,Participation
CR007143,A0945,Regional Open,Regional,1500m,2021-11-30,1,14.33,False,False,Participation
CR007144,A0945,Paralympic Trials,National,100m,2023-09-22,6,14.55,False,False,Participation
CR007145,A0945,Kalahari Sprint Classic,Regional,1500m,2023-11-22,3,14.26,False,True,Participation
CR007146,A0945,National Championships,National,100m,2023-12-14,2,14.66,False,False,Participation
CR007147,A0945,National Championships,National,1500m,2024-04-15,1,14.47,True,False,Qualified
CR007148,A0945,Continental Series,Continental,100m,2024-09-24,3,15.11,True,True,Qualified
CR007149,A0945,Continental Series,Continental,100m,2024-09-27,4,14.36,False,False,Participation
CR007150,A0945,Southern Africa Games,Continental,100m,2024-12-11,3,15.12,False,False,Participation
CR007151,A0946,Botswana Nationals,National,800m,2020-10-26,2,142.63,True,False,Finalist
CR007152,A0946,Southern Africa Games,Continental,100m,2020-12-16,1,147.27,True,False,Finalist
CR007153,A0946,Kalahari Sprint Classic,Regional,800m,2021-09-07,6,139.55,False,False,Finalist
CR007154,A0946,Southern Africa Games,Continental,800m,2021-09-13,1,145.73,False,False,Participation
CR007155,A0946,National Championships,National,800m,2021-09-24,7,148.0,False,False,Participation
CR007156,A0946,Southern Africa Games,Continental,800m,2022-02-26,8,143.54,False,True,Participation
CR007157,A0946,Botswana Nationals,National,800m,2023-03-24,8,145.23,False,False,Qualified
CR007158,A0946,Southern Africa Games,Continental,800m,2023-11-26,5,147.23,True,False,Qualified
CR007159,A0946,Paralympic Trials,National,800m,2023-12-28,8,141.56,False,False,Finalist
CR007160,A0947,Southern Africa Games,Continental,800m,2021-01-12,5,144.8,False,True,Participation
CR007161,A0947,Botswana Nationals,National,800m,2021-11-21,1,140.36,False,True,Qualified
CR007162,A0947,Kalahari Sprint Classic,Regional,800m,2022-03-04,5,138.34,True,False,Finalist
CR007163,A0947,Southern Africa Games,Continental,800m,2022-11-06,2,141.83,False,False,Participation
CR007164,A0947,Regional Open,Regional,800m,2023-07-14,5,139.83,True,False,Participation
CR007165,A0947,Paralympic Trials,National,800m,2023-09-15,1,138.66,True,False,Qualified
CR007166,A0947,Paralympic Trials,National,800m,2024-06-07,5,145.26,False,False,Qualified
CR007167,A0947,Continental Series,Continental,800m,2024-07-12,8,142.68,True,True,Finalist
CR007168,A0948,Paralympic Trials,National,1500m,2021-03-16,6,65.04,False,False,Finalist
CR007169,A0948,Independence Meet,Local,400m,2021-04-28,6,66.72,True,False,Participation
CR007170,A0948,Paralympic Trials,National,400m,2021-05-13,4,66.94,False,False,Participation
CR007171,A0948,National Championships,National,1500m,2021-05-29,8,67.21,False,False,Finalist
CR007172,A0948,Regional Open,Regional,400m,2022-07-27,8,64.91,False,False,Participation
CR007173,A0948,Botswana Nationals,National,400m,2022-11-15,2,65.9,False,False,Participation
CR007174,A0948,Botswana Nationals,National,400m,2023-04-13,3,66.49,False,False,Participation
CR007175,A0948,National Championships,National,1500m,2024-10-02,3,67.38,False,False,Qualified
CR007176,A0948,Regional Open,Regional,400m,2024-10-30,8,66.39,False,False,Participation
CR007177,A0949,Regional Open,Regional,200m,2020-07-08,4,29.83,False,False,Participation
CR007178,A0949,National Championships,National,200m,2021-02-16,3,30.9,False,False,Participation
CR007179,A0949,Botswana Nationals,National,200m,2021-06-27,1,30.48,True,False,Participation
CR007180,A0949,Masa Cup,Local,100m,2022-08-01,2,30.92,False,False,Qualified
CR007181,A0949,Paralympic Trials,National,200m,2023-01-30,4,28.87,True,False,Qualified
CR007182,A0949,Regional Open,Regional,200m,2023-12-11,3,29.75,True,False,Finalist
CR007183,A0949,Regional Open,Regional,200m,2024-02-17,1,30.41,False,False,Participation
CR007184,A0949,National Championships,National,200m,2024-12-24,8,29.33,False,False,Participation
CR007185,A0950,Regional Open,Regional,400m,2024-03-02,6,74.53,False,False,Qualified
CR007186,A0950,Kalahari Sprint Classic,Regional,200m,2024-03-10,5,76.17,False,False,Finalist
CR007187,A0950,Masa Cup,Local,400m,2024-08-13,5,76.78,True,False,Participation
CR007188,A0950,Regional Open,Regional,400m,2024-10-29,3,74.61,True,False,Qualified
CR007189,A0951,Independence Meet,Local,200m,2022-12-28,2,33.27,False,True,Qualified
CR007190,A0951,Regional Open,Regional,200m,2023-05-06,5,35.55,False,False,Qualified
CR007191,A0951,Masa Cup,Local,200m,2023-08-15,6,33.87,True,False,Qualified
CR007192,A0951,Regional Open,Regional,200m,2024-06-26,3,33.36,False,False,Participation
CR007193,A0952,Paralympic Trials,National,200m,2020-12-26,6,29.58,False,False,Participation
CR007194,A0952,Independence Meet,Local,200m,2022-06-13,2,30.54,False,False,Finalist
CR007195,A0952,National Championships,National,200m,2022-12-08,3,29.15,False,True,Participation
CR007196,A0952,Masa Cup,Local,200m,2023-03-25,5,30.83,False,False,Participation
CR007197,A0952,Regional Open,Regional,200m,2023-04-03,2,29.79,False,False,Qualified
CR007198,A0952,Botswana Nationals,National,200m,2023-04-19,5,29.77,False,False,Participation
CR007199,A0952,Masa Cup,Local,200m,2023-08-09,4,28.93,False,False,Qualified
CR007200,A0952,Kalahari Sprint Classic,Regional,200m,2023-10-08,1,30.53,True,False,Finalist
CR007201,A0952,Paralympic Trials,National,200m,2024-01-15,4,28.96,False,False,Participation
CR007202,A0953,Kalahari Sprint Classic,Regional,1500m,2020-09-12,6,34.83,True,False,Qualified
CR007203,A0953,Kalahari Sprint Classic,Regional,200m,2021-05-17,3,34.38,True,False,Participation
CR007204,A0953,Masa Cup,Local,200m,2021-11-11,3,36.0,False,False,Finalist
CR007205,A0953,Independence Meet,Local,1500m,2021-12-29,5,35.07,True,False,Participation
CR007206,A0953,Masa Cup,Local,200m,2022-10-29,5,36.15,False,False,Finalist
CR007207,A0953,Kalahari Sprint Classic,Regional,200m,2023-02-06,2,36.09,False,False,Participation
CR007208,A0953,Regional Open,Regional,200m,2023-05-03,3,36.04,False,True,Participation
CR007209,A0953,Kalahari Sprint Classic,Regional,200m,2024-02-28,4,36.25,False,False,Qualified
CR007210,A0954,Independence Meet,Local,800m,2020-11-29,4,32.38,False,False,Participation
CR007211,A0954,Botswana Nationals,National,200m,2021-01-16,4,30.66,True,False,Qualified
CR007212,A0954,Masa Cup,Local,200m,2021-04-08,4,30.78,False,False,Qualified
CR007213,A0954,Regional Open,Regional,200m,2022-02-07,1,31.24,False,False,Finalist
CR007214,A0954,Botswana Nationals,National,200m,2023-09-17,4,31.6,False,False,Finalist
CR007215,A0954,Kalahari Sprint Classic,Regional,800m,2023-11-21,3,30.65,False,False,Participation
CR007216,A0955,Botswana Nationals,National,1500m,2021-01-16,4,29.4,False,False,Participation
CR007217,A0955,National Championships,National,200m,2021-11-16,4,29.55,False,False,Participation
CR007218,A0955,Independence Meet,Local,200m,2022-07-24,7,29.06,False,False,Participation
CR007219,A0955,Regional Open,Regional,1500m,2023-08-12,4,30.36,True,False,Qualified
CR007220,A0955,Paralympic Trials,National,200m,2024-06-19,2,29.05,False,False,Qualified
CR007221,A0956,Kalahari Sprint Classic,Regional,100m,2020-02-17,1,15.92,False,False,Finalist
CR007222,A0956,Kalahari Sprint Classic,Regional,100m,2020-09-21,3,16.26,False,False,Participation
CR007223,A0956,Masa Cup,Local,100m,2021-01-01,2,15.72,False,False,Participation
CR007224,A0956,Regional Open,Regional,100m,2021-08-11,1,15.47,False,False,Participation
CR007225,A0956,Paralympic Trials,National,100m,2022-07-07,1,16.31,False,False,Qualified
CR007226,A0956,Masa Cup,Local,100m,2023-06-21,6,15.49,False,False,Participation
CR007227,A0956,Paralympic Trials,National,100m,2024-04-22,6,15.73,False,False,Finalist
CR007228,A0956,Independence Meet,Local,100m,2024-11-18,8,15.87,True,False,Participation
CR007229,A0956,Independence Meet,Local,100m,2024-11-25,3,15.83,False,False,Participation
CR007230,A0957,Paralympic Trials,National,400m,2020-01-18,6,64.89,False,False,Participation
CR007231,A0957,National Championships,National,400m,2020-07-20,1,66.11,False,False,Finalist
CR007232,A0957,Kalahari Sprint Classic,Regional,400m,2020-12-25,3,67.87,False,False,Finalist
CR007233,A0957,Paralympic Trials,National,400m,2021-03-08,3,64.39,False,False,Finalist
CR007234,A0957,Independence Meet,Local,400m,2021-06-09,7,66.69,False,False,Finalist
CR007235,A0957,Independence Meet,Local,400m,2024-02-16,4,65.75,False,False,Participation
CR007236,A0957,Botswana Nationals,National,400m,2024-07-22,1,68.1,False,False,Participation
CR007237,A0957,Paralympic Trials,National,1500m,2024-12-02,5,63.86,False,False,Finalist
CR007238,A0958,Independence Meet,Local,200m,2020-02-11,8,33.56,False,False,Participation
CR007239,A0958,Regional Open,Regional,100m,2020-06-18,6,32.61,False,False,Qualified
CR007240,A0958,Masa Cup,Local,200m,2020-09-16,3,33.97,False,False,Participation
CR007241,A0958,Regional Open,Regional,200m,2020-12-26,4,32.25,False,False,Qualified
CR007242,A0958,Kalahari Sprint Classic,Regional,200m,2021-03-24,5,33.13,False,False,Finalist
CR007243,A0958,Masa Cup,Local,200m,2021-10-02,2,33.31,False,False,Participation
CR007244,A0958,Regional Open,Regional,200m,2022-02-22,3,33.47,True,False,Participation
CR007245,A0958,Kalahari Sprint Classic,Regional,100m,2024-01-02,8,33.44,False,False,Qualified
CR007246,A0959,Independence Meet,Local,100m,2020-02-05,3,16.53,True,False,Participation
CR007247,A0959,Independence Meet,Local,400m,2020-03-22,6,16.0,False,False,Participation
CR007248,A0959,Masa Cup,Local,100m,2020-08-11,4,16.11,False,False,Participation
CR007249,A0959,National Championships,National,100m,2020-11-07,8,15.74,False,False,Participation
CR007250,A0959,Paralympic Trials,National,400m,2023-08-22,2,16.65,True,False,Participation
CR007251,A0959,Botswana Nationals,National,100m,2023-09-04,1,16.65,False,False,Participation
CR007252,A0959,Kalahari Sprint Classic,Regional,100m,2024-08-20,3,15.77,False,False,Participation
CR007253,A0960,Regional Open,Regional,800m,2021-10-15,7,170.28,True,False,Participation
CR007254,A0960,Masa Cup,Local,800m,2021-11-26,3,162.07,True,False,Participation
CR007255,A0960,Kalahari Sprint Classic,Regional,800m,2022-11-18,3,171.68,False,False,Qualified
CR007256,A0960,Independence Meet,Local,800m,2023-04-13,3,168.22,False,True,Finalist
CR007257,A0960,Independence Meet,Local,800m,2023-05-05,6,161.23,False,False,Participation
CR007258,A0960,Regional Open,Regional,800m,2023-08-13,8,171.16,False,False,Participation
CR007259,A0960,Independence Meet,Local,800m,2024-02-23,3,161.93,True,True,Participation
CR007260,A0961,Regional Open,Regional,400m,2020-07-06,2,16.23,False,False,Finalist
CR007261,A0961,Kalahari Sprint Classic,Regional,100m,2021-04-22,3,16.41,False,False,Finalist
CR007262,A0961,National Championships,National,100m,2022-09-29,7,15.62,True,False,Participation
CR007263,A0961,Paralympic Trials,National,100m,2022-10-25,6,16.61,True,False,Qualified
CR007264,A0961,Regional Open,Regional,100m,2023-01-18,5,16.01,False,False,Participation
CR007265,A0961,Independence Meet,Local,100m,2023-09-07,8,15.72,True,False,Participation
CR007266,A0961,Botswana Nationals,National,100m,2023-10-23,2,16.02,False,False,Finalist
CR007267,A0961,Masa Cup,Local,100m,2023-12-06,6,15.65,False,False,Participation
CR007268,A0961,National Championships,National,400m,2024-05-15,2,16.27,False,True,Finalist
CR007269,A0962,Regional Open,Regional,100m,2021-02-09,8,16.15,False,False,Participation
CR007270,A0962,Independence Meet,Local,200m,2022-03-30,3,16.44,True,False,Participation
CR007271,A0962,Masa Cup,Local,200m,2024-02-09,3,16.06,False,False,Participation
CR007272,A0962,Kalahari Sprint Classic,Regional,200m,2024-05-12,4,16.73,False,False,Finalist
CR007273,A0962,Regional Open,Regional,100m,2024-08-02,3,16.43,True,False,Qualified
CR007274,A0963,Paralympic Trials,National,200m,2020-03-28,2,16.19,False,False,Participation
CR007275,A0963,National Championships,National,100m,2020-05-18,8,16.62,False,False,Finalist
CR007276,A0963,Botswana Nationals,National,100m,2020-11-22,4,15.96,False,False,Participation
CR007277,A0963,Regional Open,Regional,100m,2022-02-17,6,16.09,False,False,Participation
CR007278,A0963,Botswana Nationals,National,100m,2022-09-04,3,16.36,False,False,Participation
CR007279,A0963,National Championships,National,200m,2023-04-03,7,16.61,False,False,Qualified
CR007280,A0963,Regional Open,Regional,200m,2023-05-22,5,15.79,False,False,Finalist
CR007281,A0963,Paralympic Trials,National,100m,2023-10-18,4,16.49,False,False,Participation
CR007282,A0963,Masa Cup,Local,100m,2023-11-07,1,16.52,False,False,Participation
CR007283,A0964,Independence Meet,Local,800m,2022-01-24,4,33.9,False,False,Participation
CR007284,A0964,Masa Cup,Local,200m,2022-07-16,2,33.67,False,False,Finalist
CR007285,A0964,Independence Meet,Local,200m,2022-11-25,5,33.23,False,False,Participation
CR007286,A0964,Regional Open,Regional,200m,2023-08-29,4,33.02,False,False,Participation
CR007287,A0964,Kalahari Sprint Classic,Regional,200m,2023-10-19,3,33.75,False,False,Participation
