medal_id,athlete_id,competition_name,event,medal_type,competition_level,year
M002776,A0745,Paralympic Trials,1500m,Bronze,National,2021
M002777,A0745,Paralympic Trials,100m,Bronze,National,2023
M002778,A0745,Regional Open,100m,Bronze,Regional,2024
M002779,A0746,Continental Series,400m,Gold,Continental,2020
M002780,A0746,National Championships,400m,Silver,National,2020
M002781,A0746,Continental Series,800m,Silver,Continental,2020
M002782,A0746,Paralympic Trials,400m,Gold,National,2020
M002783,A0746,World Para Athletics GP,400m,Bronze,World,2021
M002784,A0746,Paralympic Trials,400m,Bronze,National,2022
M002785,A0747,Continental Series,100m,Gold,Continental,2020
M002786,A0747,Continental Series,1500m,Silver,Continental,2021
M002787,A0747,Botswana Nationals,100m,Silver,National,2021
M002788,A0747,Paralympic Trials,100m,Bronze,National,2022
M002789,A0747,Regional Open,100m,Silver,Regional,2022
M002790,A0747,Regional Open,100m,Silver,Regional,2023
M002791,A0747,Paralympic Trials,100m,Gold,National,2023
M002792,A0747,Botswana Nationals,100m,Silver,National,2024
M002793,A0748,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M002794,A0748,Kalahari Sprint Classic,400m,Gold,Regional,2021
M002795,A0748,Botswana Nationals,400m,Bronze,National,2021
M002796,A0748,National Championships,400m,Silver,National,2023
M002797,A0748,Continental Series,400m,Silver,Continental,2023
M002798,A0749,Regional Open,100m,Bronze,Regional,2020
M002799,A0749,Paralympic Trials,100m,Gold,National,2021
M002800,A0749,Masa Cup,100m,Bronze,Local,2024
M002801,A0750,Paralympic Trials,800m,Gold,National,2024
M002802,A0751,Continental Series,200m,Silver,Continental,2022
M002803,A0751,National Championships,200m,Bronze,National,2022
M002804,A0751,Regional Open,200m,Gold,Regional,2024
M002805,A0752,National Championships,200m,Bronze,National,2022
M002806,A0752,Independence Meet,200m,Silver,Local,2023
M002807,A0752,Kalahari Sprint Classic,400m,Silver,Regional,2023
M002808,A0753,Regional Open,400m,Bronze,Regional,2020
M002809,A0753,Botswana Nationals,200m,Silver,National,2020
M002810,A0753,Masa Cup,200m,Bronze,Local,2022
M002811,A0753,Botswana Nationals,200m,Silver,National,2023
M002812,A0753,Botswana Nationals,200m,Gold,National,2023
M002813,A0753,Independence Meet,200m,Gold,Local,2024
M002814,A0754,Masa Cup,800m,Silver,Local,2021
M002815,A0754,Regional Open,800m,Bronze,Regional,2024
M002816,A0755,Kalahari Sprint Classic,400m,Silver,Regional,2020
M002817,A0755,Masa Cup,800m,Silver,Local,2023
M002818,A0755,Independence Meet,400m,Bronze,Local,2024
M002819,A0756,Kalahari Sprint Classic,800m,Gold,Regional,2023
M002820,A0756,Masa Cup,800m,Bronze,Local,2023
M002821,A0756,Masa Cup,800m,Bronze,Local,2023
M002822,A0756,Independence Meet,200m,Bronze,Local,2024
M002823,A0756,Independence Meet,200m,Silver,Local,2024
M002824,A0757,National Championships,100m,Bronze,National,2021
M002825,A0757,Regional Open,100m,Silver,Regional,2024
M002826,A0758,Kalahari Sprint Classic,200m,Gold,Regional,2020
M002827,A0758,Paralympic Trials,100m,Gold,National,2020
M002828,A0758,Paralympic Trials,200m,Silver,National,2024
M002829,A0758,Kalahari Sprint Classic,200m,Gold,Regional,2024
M002830,A0759,Botswana Nationals,100m,Gold,National,2020
M002831,A0759,Botswana Nationals,100m,Silver,National,2020
M002832,A0759,Southern Africa Games,800m,Silver,Continental,2021
M002833,A0759,Southern Africa Games,100m,Gold,Continental,2022
M002834,A0759,Paralympic Trials,800m,Silver,National,2023
M002835,A0759,Paralympic Trials,100m,Bronze,National,2023
M002836,A0759,Continental Series,800m,Gold,Continental,2024
M002837,A0760,Paralympic Trials,100m,Gold,National,2020
M002838,A0760,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M002839,A0760,National Championships,200m,Gold,National,2020
M002840,A0760,Continental Series,100m,Silver,Continental,2021
M002841,A0760,Kalahari Sprint Classic,100m,Silver,Regional,2022
M002842,A0760,National Championships,100m,Silver,National,2022
M002843,A0760,Kalahari Sprint Classic,100m,Bronze,Regional,2022
M002844,A0760,Paralympic Trials,100m,Bronze,National,2022
M002845,A0760,National Championships,100m,Silver,National,2023
M002846,A0761,Kalahari Sprint Classic,100m,Bronze,Regional,2021
M002847,A0761,Regional Open,100m,Silver,Regional,2024
M002848,A0761,Masa Cup,100m,Bronze,Local,2024
M002849,A0762,Masa Cup,100m,Bronze,Local,2023
M002850,A0762,Regional Open,400m,Bronze,Regional,2023
M002851,A0762,National Championships,100m,Silver,National,2023
M002852,A0762,Kalahari Sprint Classic,400m,Silver,Regional,2023
M002853,A0762,Independence Meet,100m,Silver,Local,2023
M002854,A0763,Southern Africa Games,400m,Gold,Continental,2021
M002855,A0763,Kalahari Sprint Classic,400m,Bronze,Regional,2021
M002856,A0763,Paralympic Trials,400m,Silver,National,2021
M002857,A0763,Regional Open,400m,Silver,Regional,2023
M002858,A0764,Kalahari Sprint Classic,800m,Bronze,Regional,2020
M002859,A0764,Continental Series,800m,Silver,Continental,2022
M002860,A0764,National Championships,400m,Bronze,National,2024
M002861,A0764,National Championships,800m,Gold,National,2024
M002862,A0764,Botswana Nationals,800m,Silver,National,2024
M002863,A0764,Continental Series,800m,Bronze,Continental,2024
M002864,A0765,Masa Cup,200m,Bronze,Local,2021
M002865,A0766,Paralympic Trials,200m,Bronze,National,2022
M002866,A0766,Regional Open,200m,Gold,Regional,2022
M002867,A0766,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M002868,A0766,Continental Series,200m,Bronze,Continental,2024
M002869,A0766,Continental Series,200m,Gold,Continental,2024
M002870,A0767,Continental Series,200m,Silver,Continental,2020
M002871,A0767,Kalahari Sprint Classic,400m,Gold,Regional,2020
M002872,A0767,Kalahari Sprint Classic,200m,Silver,Regional,2021
M002873,A0767,Kalahari Sprint Classic,200m,Gold,Regional,2021
M002874,A0767,Botswana Nationals,200m,Silver,National,2021
M002875,A0767,Continental Series,200m,Bronze,Continental,2023
M002876,A0768,Botswana Nationals,800m,Gold,National,2020
M002877,A0768,Continental Series,400m,Bronze,Continental,2020
M002878,A0768,National Championships,400m,Gold,National,2021
M002879,A0768,Southern Africa Games,400m,Gold,Continental,2022
M002880,A0768,National Championships,400m,Bronze,National,2022
M002881,A0768,Paralympic Trials,400m,Bronze,National,2023
M002882,A0768,National Championships,400m,Gold,National,2023
M002883,A0768,Continental Series,400m,Gold,Continental,2023
M002884,A0769,Botswana Nationals,400m,Silver,National,2020
M002885,A0769,National Championships,400m,Bronze,National,2020
M002886,A0769,Southern Africa Games,400m,Bronze,Continental,2021
M002887,A0769,National Championships,400m,Gold,National,2023
M002888,A0769,Southern Africa Games,400m,Gold,Continental,2024
M002889,A0769,Regional Open,400m,Silver,Regional,2024
M002890,A0770,Southern Africa Games,200m,Silver,Continental,2020
M002891,A0770,Paralympic Trials,800m,Gold,National,2020
M002892,A0770,Botswana Nationals,200m,Gold,National,2020
M002893,A0770,Botswana Nationals,200m,Bronze,National,2022
M002894,A0770,Continental Series,200m,Silver,Continental,2023
M002895,A0770,World Para Athletics GP,200m,Bronze,World,2023
M002896,A0770,World Para Athletics GP,200m,Bronze,World,2023
M002897,A0770,Southern Africa Games,200m,Bronze,Continental,2024
M002898,A0771,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M002899,A0772,Masa Cup,200m,Silver,Local,2020
M002900,A0772,Kalahari Sprint Classic,100m,Silver,Regional,2022
M002901,A0772,Regional Open,200m,Bronze,Regional,2022
M002902,A0773,National Championships,400m,Gold,National,2020
M002903,A0773,Southern Africa Games,400m,Gold,Continental,2020
M002904,A0773,Paralympic Trials,400m,Gold,National,2020
M002905,A0773,Botswana Nationals,400m,Silver,National,2021
M002906,A0773,Paralympic Trials,400m,Bronze,National,2021
M002907,A0773,National Championships,800m,Bronze,National,2021
M002908,A0773,Paralympic Trials,400m,Gold,National,2022
M002909,A0773,World Para Athletics GP,400m,Gold,World,2024
M002910,A0774,Masa Cup,100m,Bronze,Local,2021
M002911,A0774,Independence Meet,100m,Bronze,Local,2022
M002912,A0774,Kalahari Sprint Classic,100m,Bronze,Regional,2024
M002913,A0775,World Para Athletics GP,400m,Bronze,World,2020
M002914,A0775,Paralympic Trials,100m,Silver,National,2020
M002915,A0775,Botswana Nationals,100m,Gold,National,2021
M002916,A0775,Paralympic Trials,100m,Gold,National,2022
M002917,A0775,Southern Africa Games,100m,Silver,Continental,2022
M002918,A0775,Continental Series,100m,Gold,Continental,2022
M002919,A0775,Botswana Nationals,100m,Gold,National,2022
M002920,A0775,World Para Athletics GP,400m,Bronze,World,2024
M002921,A0776,Kalahari Sprint Classic,200m,Bronze,Regional,2022
M002922,A0776,Kalahari Sprint Classic,200m,Silver,Regional,2022
M002923,A0776,Masa Cup,200m,Bronze,Local,2024
M002924,A0777,Kalahari Sprint Classic,400m,Silver,Regional,2020
M002925,A0777,Regional Open,400m,Silver,Regional,2022
M002926,A0778,Regional Open,1500m,Gold,Regional,2021
M002927,A0778,Botswana Nationals,1500m,Silver,National,2023
M002928,A0778,National Championships,1500m,Bronze,National,2023
M002929,A0779,Botswana Nationals,200m,Bronze,National,2020
M002930,A0779,Kalahari Sprint Classic,200m,Silver,Regional,2020
M002931,A0779,Paralympic Trials,200m,Gold,National,2020
M002932,A0779,Botswana Nationals,200m,Silver,National,2023
M002933,A0779,Southern Africa Games,200m,Bronze,Continental,2024
M002934,A0780,Paralympic Trials,800m,Bronze,National,2020
M002935,A0780,Southern Africa Games,800m,Bronze,Continental,2023
M002936,A0780,Kalahari Sprint Classic,800m,Bronze,Regional,2024
M002937,A0781,Botswana Nationals,800m,Gold,National,2020
M002938,A0781,Regional Open,1500m,Bronze,Regional,2021
M002939,A0781,Paralympic Trials,1500m,Gold,National,2022
M002940,A0781,Kalahari Sprint Classic,1500m,Bronze,Regional,2022
M002941,A0781,Regional Open,1500m,Gold,Regional,2023
M002942,A0782,National Championships,1500m,Gold,National,2020
M002943,A0782,Independence Meet,1500m,Bronze,Local,2020
M002944,A0782,National Championships,1500m,Silver,National,2021
M002945,A0782,Paralympic Trials,1500m,Silver,National,2022
M002946,A0783,Southern Africa Games,800m,Gold,Continental,2020
M002947,A0783,Kalahari Sprint Classic,800m,Silver,Regional,2020
M002948,A0783,National Championships,800m,Gold,National,2020
M002949,A0783,Regional Open,200m,Silver,Regional,2021
M002950,A0783,Regional Open,200m,Silver,Regional,2021
M002951,A0784,Masa Cup,1500m,Silver,Local,2020
M002952,A0784,Paralympic Trials,100m,Silver,National,2022
M002953,A0784,National Championships,100m,Silver,National,2024
M002954,A0785,Regional Open,200m,Bronze,Regional,2020
M002955,A0785,Masa Cup,200m,Bronze,Local,2023
M002956,A0787,Masa Cup,800m,Bronze,Local,2020
M002957,A0787,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M002958,A0788,Botswana Nationals,200m,Silver,National,2020
M002959,A0788,Kalahari Sprint Classic,200m,Bronze,Regional,2022
M002960,A0788,Regional Open,200m,Gold,Regional,2023
M002961,A0789,World Para Athletics GP,100m,Bronze,World,2020
M002962,A0789,Southern Africa Games,800m,Gold,Continental,2021
M002963,A0789,Southern Africa Games,800m,Silver,Continental,2021
M002964,A0789,Southern Africa Games,100m,Bronze,Continental,2021
M002965,A0789,National Championships,100m,Gold,National,2021
M002966,A0789,Southern Africa Games,100m,Bronze,Continental,2022
M002967,A0789,World Para Athletics GP,100m,Silver,World,2023
M002968,A0790,Botswana Nationals,1500m,Silver,National,2021
M002969,A0790,National Championships,1500m,Silver,National,2022
M002970,A0790,Southern Africa Games,1500m,Gold,Continental,2022
M002971,A0790,Continental Series,1500m,Bronze,Continental,2024
M002972,A0790,National Championships,200m,Bronze,National,2024
M002973,A0791,Independence Meet,100m,Bronze,Local,2020
M002974,A0792,Southern Africa Games,800m,Gold,Continental,2020
M002975,A0792,Paralympic Trials,800m,Silver,National,2020
M002976,A0792,National Championships,800m,Gold,National,2021
M002977,A0792,Paralympic Trials,800m,Gold,National,2021
M002978,A0792,Southern Africa Games,400m,Silver,Continental,2021
M002979,A0792,Continental Series,800m,Bronze,Continental,2023
M002980,A0793,Independence Meet,800m,Bronze,Local,2020
M002981,A0793,Kalahari Sprint Classic,100m,Silver,Regional,2020
M002982,A0793,Regional Open,100m,Gold,Regional,2021
M002983,A0793,Masa Cup,800m,Bronze,Local,2023
M002984,A0794,Regional Open,200m,Bronze,Regional,2021
M002985,A0794,Paralympic Trials,200m,Silver,National,2023
M002986,A0794,Paralympic Trials,200m,Bronze,National,2024
M002987,A0795,Botswana Nationals,100m,Silver,National,2021
M002988,A0795,Kalahari Sprint Classic,100m,Gold,Regional,2021
M002989,A0795,National Championships,100m,Silver,National,2023
M002990,A0795,Kalahari Sprint Classic,100m,Gold,Regional,2024
M002991,A0796,Southern Africa Games,200m,Bronze,Continental,2020
M002992,A0796,National Championships,400m,Silver,National,2020
M002993,A0796,Continental Series,400m,Silver,Continental,2021
M002994,A0796,Botswana Nationals,400m,Silver,National,2022
M002995,A0796,Botswana Nationals,200m,Silver,National,2023
M002996,A0796,Continental Series,200m,Silver,Continental,2024
M002997,A0797,Kalahari Sprint Classic,800m,Bronze,Regional,2022
M002998,A0798,National Championships,400m,Bronze,National,2020
M002999,A0798,Paralympic Trials,400m,Silver,National,2023
M003000,A0799,Southern Africa Games,100m,Gold,Continental,2022
M003001,A0799,Botswana Nationals,100m,Bronze,National,2022
M003002,A0799,National Championships,100m,Gold,National,2024
M003003,A0799,Continental Series,100m,Gold,Continental,2024
M003004,A0799,Paralympic Trials,100m,Bronze,National,2024
M003005,A0799,Kalahari Sprint Classic,100m,Silver,Regional,2024
M003006,A0800,World Para Athletics GP,800m,Gold,World,2020
M003007,A0800,World Para Athletics GP,100m,Gold,World,2021
M003008,A0800,National Championships,100m,Gold,National,2022
M003009,A0800,World Para Athletics GP,800m,Gold,World,2022
M003010,A0800,Botswana Nationals,800m,Silver,National,2022
M003011,A0800,Continental Series,800m,Gold,Continental,2024
M003012,A0801,Independence Meet,400m,Gold,Local,2020
M003013,A0801,Botswana Nationals,400m,Bronze,National,2022
M003014,A0801,Independence Meet,100m,Bronze,Local,2023
M003015,A0801,National Championships,100m,Silver,National,2024
M003016,A0801,Regional Open,400m,Silver,Regional,2024
M003017,A0802,Paralympic Trials,400m,Silver,National,2020
M003018,A0802,Continental Series,1500m,Bronze,Continental,2020
M003019,A0802,Paralympic Trials,400m,Gold,National,2021
M003020,A0802,Paralympic Trials,400m,Silver,National,2022
M003021,A0802,Southern Africa Games,400m,Silver,Continental,2023
M003022,A0802,Continental Series,400m,Gold,Continental,2023
M003023,A0802,Regional Open,400m,Gold,Regional,2023
M003024,A0802,Botswana Nationals,400m,Gold,National,2024
M003025,A0803,Kalahari Sprint Classic,800m,Silver,Regional,2020
M003026,A0803,Kalahari Sprint Classic,100m,Silver,Regional,2021
M003027,A0803,Botswana Nationals,100m,Silver,National,2022
M003028,A0803,Botswana Nationals,100m,Silver,National,2022
M003029,A0804,Kalahari Sprint Classic,100m,Silver,Regional,2021
M003030,A0804,Regional Open,100m,Gold,Regional,2021
M003031,A0804,Botswana Nationals,1500m,Silver,National,2022
M003032,A0804,Regional Open,100m,Silver,Regional,2022
M003033,A0804,Southern Africa Games,100m,Bronze,Continental,2022
M003034,A0804,Regional Open,100m,Gold,Regional,2023
M003035,A0805,Masa Cup,100m,Bronze,Local,2020
M003036,A0805,National Championships,400m,Bronze,National,2023
M003037,A0806,Regional Open,100m,Bronze,Regional,2023
M003038,A0806,Independence Meet,100m,Silver,Local,2023
M003039,A0807,Masa Cup,200m,Bronze,Local,2020
M003040,A0807,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M003041,A0807,Kalahari Sprint Classic,200m,Silver,Regional,2021
M003042,A0808,Botswana Nationals,100m,Silver,National,2020
M003043,A0809,Regional Open,400m,Gold,Regional,2021
M003044,A0809,Botswana Nationals,800m,Bronze,National,2022
M003045,A0809,Regional Open,400m,Bronze,Regional,2024
M003046,A0810,Independence Meet,100m,Silver,Local,2020
M003047,A0810,Independence Meet,100m,Silver,Local,2021
M003048,A0810,National Championships,100m,Bronze,National,2022
M003049,A0811,Kalahari Sprint Classic,1500m,Silver,Regional,2021
M003050,A0811,National Championships,1500m,Bronze,National,2022
M003051,A0811,Continental Series,800m,Gold,Continental,2023
M003052,A0812,Kalahari Sprint Classic,1500m,Bronze,Regional,2023
M003053,A0813,National Championships,100m,Gold,National,2020
M003054,A0813,Continental Series,100m,Silver,Continental,2020
M003055,A0813,National Championships,100m,Gold,National,2021
M003056,A0813,Botswana Nationals,100m,Gold,National,2021
M003057,A0813,Continental Series,100m,Bronze,Continental,2023
M003058,A0813,Paralympic Trials,100m,Gold,National,2023
M003059,A0813,Southern Africa Games,100m,Silver,Continental,2023
M003060,A0813,National Championships,100m,Gold,National,2024
M003061,A0813,National Championships,100m,Bronze,National,2024
M003062,A0814,Paralympic Trials,800m,Silver,National,2020
M003063,A0815,Kalahari Sprint Classic,800m,Bronze,Regional,2021
M003064,A0815,Kalahari Sprint Classic,800m,Silver,Regional,2024
M003065,A0816,Masa Cup,100m,Bronze,Local,2023
M003066,A0816,Kalahari Sprint Classic,100m,Silver,Regional,2024
M003067,A0817,Kalahari Sprint Classic,200m,Silver,Regional,2020
M003068,A0817,Independence Meet,400m,Gold,Local,2020
M003069,A0817,Botswana Nationals,200m,Silver,National,2021
M003070,A0817,Botswana Nationals,200m,Gold,National,2022
M003071,A0817,National Championships,200m,Bronze,National,2023
M003072,A0817,Regional Open,200m,Silver,Regional,2024
M003073,A0818,National Championships,800m,Bronze,National,2020
M003074,A0818,World Para Athletics GP,100m,Silver,World,2021
M003075,A0818,Paralympic Trials,100m,Bronze,National,2022
M003076,A0819,Independence Meet,400m,Silver,Local,2021
M003077,A0820,Botswana Nationals,400m,Bronze,National,2020
M003078,A0820,Independence Meet,400m,Gold,Local,2024
M003079,A0821,National Championships,1500m,Silver,National,2020
M003080,A0821,Masa Cup,100m,Gold,Local,2024
M003081,A0824,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M003082,A0824,Masa Cup,100m,Silver,Local,2023
M003083,A0824,Kalahari Sprint Classic,100m,Bronze,Regional,2024
M003084,A0825,Paralympic Trials,400m,Gold,National,2021
M003085,A0825,Southern Africa Games,400m,Gold,Continental,2021
M003086,A0825,National Championships,400m,Gold,National,2021
M003087,A0825,Paralympic Trials,400m,Silver,National,2023
M003088,A0825,National Championships,1500m,Bronze,National,2023
M003089,A0825,National Championships,1500m,Bronze,National,2023
M003090,A0825,Southern Africa Games,400m,Gold,Continental,2024
M003091,A0825,Botswana Nationals,400m,Bronze,National,2024
M003092,A0825,National Championships,400m,Gold,National,2024
M003093,A0825,National Championships,400m,Gold,National,2024
M003094,A0825,Continental Series,1500m,Silver,Continental,2024
M003095,A0826,Botswana Nationals,800m,Bronze,National,2021
M003096,A0826,Regional Open,800m,Silver,Regional,2023
M003097,A0827,Paralympic Trials,200m,Bronze,National,2020
M003098,A0827,Paralympic Trials,200m,Silver,National,2020
M003099,A0827,Regional Open,200m,Silver,Regional,2021
M003100,A0828,Paralympic Trials,400m,Silver,National,2021
M003101,A0828,Botswana Nationals,400m,Bronze,National,2022
M003102,A0829,National Championships,400m,Silver,National,2021
M003103,A0829,National Championships,400m,Gold,National,2021
M003104,A0829,Continental Series,400m,Gold,Continental,2022
M003105,A0829,Regional Open,400m,Gold,Regional,2023
M003106,A0829,Kalahari Sprint Classic,400m,Gold,Regional,2024
M003107,A0829,Botswana Nationals,400m,Gold,National,2024
M003108,A0830,Southern Africa Games,200m,Silver,Continental,2020
M003109,A0830,World Para Athletics GP,100m,Bronze,World,2020
M003110,A0830,Botswana Nationals,100m,Silver,National,2022
M003111,A0830,Paralympic Trials,100m,Silver,National,2023
M003112,A0830,Paralympic Trials,200m,Bronze,National,2023
M003113,A0830,Southern Africa Games,200m,Gold,Continental,2023
M003114,A0830,Southern Africa Games,200m,Silver,Continental,2024
M003115,A0830,World Para Athletics GP,200m,Silver,World,2024
M003116,A0831,Masa Cup,100m,Bronze,Local,2021
M003117,A0831,Masa Cup,100m,Bronze,Local,2024
M003118,A0832,Independence Meet,400m,Silver,Local,2020
M003119,A0832,Independence Meet,400m,Bronze,Local,2020
M003120,A0832,Kalahari Sprint Classic,400m,Silver,Regional,2020
M003121,A0832,Regional Open,400m,Silver,Regional,2023
M003122,A0833,Kalahari Sprint Classic,800m,Bronze,Regional,2022
M003123,A0833,Masa Cup,800m,Bronze,Local,2022
M003124,A0833,Masa Cup,800m,Silver,Local,2023
M003125,A0834,Regional Open,800m,Bronze,Regional,2020
M003126,A0834,Regional Open,400m,Bronze,Regional,2022
M003127,A0834,Regional Open,400m,Silver,Regional,2022
M003128,A0834,Regional Open,800m,Bronze,Regional,2024
M003129,A0835,Kalahari Sprint Classic,800m,Silver,Regional,2021
M003130,A0835,Masa Cup,800m,Bronze,Local,2021
M003131,A0835,Botswana Nationals,800m,Silver,National,2022
M003132,A0835,National Championships,800m,Silver,National,2023
M003133,A0835,Botswana Nationals,800m,Bronze,National,2023
M003134,A0836,National Championships,200m,Gold,National,2021
M003135,A0836,Botswana Nationals,200m,Bronze,National,2022
M003136,A0836,Regional Open,200m,Gold,Regional,2023
M003137,A0837,Botswana Nationals,200m,Bronze,National,2020
M003138,A0837,Kalahari Sprint Classic,400m,Silver,Regional,2021
M003139,A0837,Regional Open,200m,Bronze,Regional,2021
M003140,A0837,National Championships,200m,Silver,National,2022
M003141,A0838,Regional Open,200m,Gold,Regional,2022
M003142,A0838,Botswana Nationals,200m,Gold,National,2022
M003143,A0838,Regional Open,200m,Silver,Regional,2023
M003144,A0838,Regional Open,200m,Silver,Regional,2024
M003145,A0838,Regional Open,200m,Silver,Regional,2024
M003146,A0839,Southern Africa Games,100m,Silver,Continental,2020
M003147,A0839,Regional Open,100m,Gold,Regional,2020
M003148,A0839,Southern Africa Games,100m,Gold,Continental,2021
M003149,A0839,Continental Series,1500m,Gold,Continental,2021
M003150,A0839,Botswana Nationals,100m,Bronze,National,2021
M003151,A0839,Continental Series,100m,Silver,Continental,2022
M003152,A0840,Kalahari Sprint Classic,800m,Silver,Regional,2020
M003153,A0840,Independence Meet,1500m,Bronze,Local,2021
M003154,A0840,Regional Open,800m,Bronze,Regional,2024
M003155,A0841,Paralympic Trials,400m,Bronze,National,2020
M003156,A0841,Kalahari Sprint Classic,400m,Gold,Regional,2020
M003157,A0841,Masa Cup,400m,Bronze,Local,2020
M003158,A0841,Masa Cup,400m,Bronze,Local,2022
M003159,A0841,National Championships,200m,Gold,National,2024
M003160,A0842,Botswana Nationals,1500m,Bronze,National,2021
M003161,A0842,Kalahari Sprint Classic,400m,Silver,Regional,2022
M003162,A0842,National Championships,1500m,Gold,National,2024
M003163,A0842,National Championships,1500m,Gold,National,2024
M003164,A0843,Paralympic Trials,400m,Bronze,National,2020
M003165,A0843,World Para Athletics GP,400m,Gold,World,2020
M003166,A0843,Paralympic Trials,400m,Bronze,National,2020
M003167,A0843,National Championships,400m,Silver,National,2023
M003168,A0843,National Championships,400m,Gold,National,2024
M003169,A0843,World Para Athletics GP,400m,Silver,World,2024
M003170,A0843,Continental Series,400m,Silver,Continental,2024
M003171,A0844,Regional Open,100m,Silver,Regional,2022
M003172,A0844,National Championships,800m,Gold,National,2022
M003173,A0844,Kalahari Sprint Classic,100m,Silver,Regional,2024
M003174,A0845,Kalahari Sprint Classic,400m,Silver,Regional,2020
M003175,A0845,Regional Open,400m,Silver,Regional,2021
M003176,A0846,Regional Open,100m,Bronze,Regional,2020
M003177,A0846,Masa Cup,100m,Bronze,Local,2023
M003178,A0846,Regional Open,200m,Silver,Regional,2024
M003179,A0847,Regional Open,400m,Gold,Regional,2020
M003180,A0847,Botswana Nationals,400m,Silver,National,2021
M003181,A0848,Regional Open,200m,Silver,Regional,2020
M003182,A0848,Continental Series,200m,Gold,Continental,2020
M003183,A0848,Continental Series,400m,Gold,Continental,2022
M003184,A0848,Botswana Nationals,200m,Silver,National,2022
M003185,A0848,Kalahari Sprint Classic,400m,Silver,Regional,2022
M003186,A0848,Southern Africa Games,400m,Bronze,Continental,2024
M003187,A0849,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M003188,A0850,Botswana Nationals,400m,Gold,National,2020
M003189,A0850,National Championships,400m,Silver,National,2020
M003190,A0850,Southern Africa Games,400m,Gold,Continental,2020
M003191,A0850,Continental Series,400m,Silver,Continental,2020
M003192,A0850,National Championships,200m,Silver,National,2022
M003193,A0850,National Championships,400m,Bronze,National,2024
M003194,A0850,Continental Series,200m,Silver,Continental,2024
M003195,A0850,National Championships,400m,Gold,National,2024
M003196,A0851,Botswana Nationals,400m,Gold,National,2020
M003197,A0851,Regional Open,800m,Bronze,Regional,2021
M003198,A0851,Regional Open,800m,Silver,Regional,2023
M003199,A0852,Kalahari Sprint Classic,200m,Bronze,Regional,2022
M003200,A0852,Continental Series,200m,Bronze,Continental,2023
M003201,A0852,Regional Open,400m,Gold,Regional,2023
M003202,A0852,Paralympic Trials,400m,Silver,National,2024
M003203,A0852,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M003204,A0852,Regional Open,400m,Bronze,Regional,2024
M003205,A0853,Continental Series,800m,Silver,Continental,2023
M003206,A0853,Botswana Nationals,800m,Silver,National,2024
M003207,A0853,Paralympic Trials,800m,Bronze,National,2024
M003208,A0853,Botswana Nationals,800m,Gold,National,2024
M003209,A0854,Botswana Nationals,800m,Gold,National,2021
M003210,A0854,Continental Series,800m,Bronze,Continental,2022
M003211,A0854,Continental Series,100m,Silver,Continental,2022
M003212,A0854,Kalahari Sprint Classic,100m,Bronze,Regional,2023
M003213,A0854,Botswana Nationals,100m,Silver,National,2023
M003214,A0855,Regional Open,100m,Silver,Regional,2020
M003215,A0855,National Championships,100m,Silver,National,2022
M003216,A0855,Regional Open,1500m,Gold,Regional,2022
M003217,A0855,Masa Cup,100m,Bronze,Local,2023
M003218,A0856,National Championships,400m,Gold,National,2022
M003219,A0856,Masa Cup,100m,Bronze,Local,2023
M003220,A0857,Paralympic Trials,200m,Gold,National,2021
M003221,A0857,World Para Athletics GP,200m,Gold,World,2023
M003222,A0857,World Para Athletics GP,200m,Bronze,World,2023
M003223,A0857,Continental Series,200m,Silver,Continental,2024
M003224,A0857,Continental Series,200m,Silver,Continental,2024
M003225,A0858,Regional Open,800m,Silver,Regional,2021
M003226,A0858,Kalahari Sprint Classic,800m,Bronze,Regional,2024
M003227,A0859,Regional Open,200m,Silver,Regional,2022
M003228,A0859,Regional Open,200m,Bronze,Regional,2024
M003229,A0860,Masa Cup,100m,Silver,Local,2021
M003230,A0860,Regional Open,100m,Silver,Regional,2023
M003231,A0860,Independence Meet,100m,Gold,Local,2023
M003232,A0860,Masa Cup,200m,Silver,Local,2023
M003233,A0861,Continental Series,200m,Gold,Continental,2020
M003234,A0861,Paralympic Trials,200m,Bronze,National,2020
M003235,A0861,Paralympic Trials,200m,Gold,National,2021
M003236,A0861,Botswana Nationals,200m,Silver,National,2021
M003237,A0861,National Championships,400m,Silver,National,2022
M003238,A0861,National Championships,200m,Silver,National,2024
M003239,A0862,Botswana Nationals,200m,Bronze,National,2020
M003240,A0862,Independence Meet,200m,Bronze,Local,2020
M003241,A0862,Kalahari Sprint Classic,200m,Bronze,Regional,2022
M003242,A0863,Regional Open,100m,Gold,Regional,2020
M003243,A0863,Botswana Nationals,100m,Bronze,National,2021
M003244,A0863,Southern Africa Games,800m,Bronze,Continental,2021
M003245,A0863,Botswana Nationals,100m,Silver,National,2024
M003246,A0863,Botswana Nationals,100m,Gold,National,2024
M003247,A0864,Paralympic Trials,400m,Gold,National,2022
M003248,A0864,Continental Series,400m,Silver,Continental,2024
